title,authors,categories,published_year
Mandy,Julie Andrews Edwards,Juvenile Fiction,2006.0
The Crusader,Paul Kengor,Political Science,2006.0
Spider's House,Paul Bowles,Fiction,2006.0
Days,Paul Bowles,Fiction,2006.0
Howl,Allen Ginsberg;Barry Miles,Poetry,2006.0
Coraline,Neil Gaiman,Fiction,2006.0
Points in Time,Paul Bowles,Fiction,2006.0
At the Edge,Cait London,Fiction,2007.0
Remind Me Again Why I Need A Man,Claudia Carroll,Fiction,2007.0
Stardust,Neil Gaiman,Fiction,2006.0
When the Heart Waits,Sue Monk Kidd,Religion,2006.0
The Gabriel Hounds,Mary Stewart,Fiction,2006.0
The Pact,Jodi Picoult,Fiction,2006.0
The Known World,Edward P. Jones,Fiction,2006.0
Ines of My Soul LP,Isabel Allende,Fiction,2006.0
Women,Charles Bukowski,Fiction,2007.0
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,Social Science,2007.0
My secret,Frank Warren,Antiques & Collectibles,2006.0
The Secret Lives of Men and Women,Frank Warren,Self-Help,2007.0
To Kill a Mockingbird (slipcased edition),Harper Lee,Fiction,2006.0
The Complete C. S. Lewis Signature Classics,C. S. Lewis,Religion,2007.0
The End of Days,Zecharia Sitchin,History,2007.0
The Blue and Brown Books,Ludwig Wittgenstein,Philosophy,1965.0
The Pursuit of Happyness,Chris Gardner,Biography & Autobiography,2009.0
What A Lady Wants,Victoria Alexander,Fiction,2009.0
A Little Bit Wicked,Victoria Alexander,Fiction,2009.0
The Wit and Wisdom of Winston Churchill,James C. Humes,History,2009.0
"Sleep, Pale Sister",Joanne Harris,Fiction,2009.0
Midnighters #2: Touching Darkness,Scott Westerfeld,Young Adult Fiction,2009.0
The Queen of Attolia,Megan Whalen Turner,Young Adult Fiction,2009.0
The Collected Poetry of Nikki Giovanni,Nikki Giovanni,Poetry,2009.0
Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction,2010.0
"How to Buy, Sell, and Profit on eBay",Adam Ginsberg,Business & Economics,2010.0
Owning Your Own Shadow,Robert A. Johnson,Self-Help,1993.0
The World's Religions,Huston Smith,History,1991.0
Muhammad,Karen Armstrong,Biography & Autobiography,1993.0
A Manual for Living,Epictetus,Religion,1994.0
The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction,1995.0
The Valkyries,Paulo Coelho,Fiction,1996.0
Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness,2001.0
A Circle of Quiet,Madeleine L'Engle,Religion,1984.0
Bulfinch's Mythology,Richard P. Martin,Reference,1991.0
Romanticism,Hugh Honour,Art,1979.0
Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction,1993.0
Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction,1993.0
Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,1945.0
Let the Hurricane Roar,Rose Wilder Lane,Families,1985.0
The Wish Giver,Bill Brittain,Juvenile Fiction,1986.0
Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,1988.0
Child of the Owl,Laurence Yep,Juvenile Fiction,1990.0
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,1991.0
The Rainbow People,Laurence Yep,Juvenile Fiction,1992.0
Dragon's Gate,Laurence Yep,Juvenile Fiction,1995.0
Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,1996.0
Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,1996.0
Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction,1995.0
Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,1995.0
Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,1995.0
Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction,1995.0
Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction,1995.0
American Dragons,Laurence Yep,Juvenile Fiction,1995.0
The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction,1996.0
Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction,1997.0
Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,2001.0
Monster,Walter Dean Myers,Juvenile Fiction,2001.0
Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction,2000.0
The Trumpet of the Swan,E. B. White,Juvenile Fiction,2000.0
The Good Liar,Gregory Maguire,Juvenile Fiction,2002.0
Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,2004.0
Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction,2001.0
Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,2001.0
Charlotte's Web (full color),E. B. White,Juvenile Fiction,2001.0
Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,1998.0
Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction,1998.0
Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1995.0
Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1997.0
A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction,1998.0
The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction,1999.0
A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction,1999.0
Grizzwold,Syd Hoff,Juvenile Fiction,1984.0
Chester,Syd Hoff,Juvenile Fiction,1986.0
Captain Cat,Syd Hoff,Juvenile Fiction,1994.0
My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction,1998.0
Pioneer Girl,William Anderson,Juvenile Nonfiction,2000.0
Shade's Children (rack),Garth Nix,Juvenile Fiction,1998.0
All-American Girl,Meg Cabot,Juvenile Fiction,2003.0
Hexwood,Diana Wynne Jones,Young Adult Fiction,2002.0
A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,2001.0
The Chronicles of Narnia (adult),C. S. Lewis,Fiction,2001.0
What Would Machiavelli Do?,Stanley Bing,Humor,2002.0
The Sense of Wonder,Rachel Carson,Nature,1998.0
Virgin,James Patterson,Fiction,1980.0
Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,1999.0
Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,2002.0
How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships,2003.0
"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,2003.0
Slim to None,Jennifer Hendricks,Biography & Autobiography,2004.0
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,2005.0
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,2005.0
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,Computers,2003.0
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,2005.0
Heat and Mass Transfer,Yunus A. Çengel,Heat,2006.0
The Complete Works,Tacitus,History,1964.0
My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,1983.0
Who Moved My Cheese?,Spencer Johnson,Self-Help,2002.0
How to Have a Beautiful Mind,Edward De Bono,Self-Help,2004.0
The Toy Maker,Anthony McReavy,Biography & Autobiography,2004.0
Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,2006.0
A Time to Kill,John Grisham,Fiction,1992.0
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Physicists,1992.0
Timequake,Kurt Vonnegut,Fiction,1998.0
Blood and Gold,Anne Rice,Fiction,2002.0
An Imaginary Life,David Malouf,Australian fiction,1999.0
The Great World,David Malouf,Australia,1999.0
The Risk Pool,Richard Russo,Families,1998.0
Survivor,Chuck Palahniuk,American fiction,2000.0
Bagombo Snuff Box,Kurt Vonnegut,American fiction,2000.0
Ali and Nino,Kurban Said,Azerbaijan,2000.0
A Star Called Henry,Roddy Doyle,Dublin (Ireland),2000.0
Set this House on Fire,William Styron,Americans,2001.0
The Confessions of Nat Turner,William Styron,Slave insurrections,2004.0
Experience,Martin Amis,"Amis, Kingsley",2001.0
Hannibal,Thomas Harris,Dangerously mentally ill,2000.0
Operation Shylock,Philip Roth,American literature,1994.0
The First Forty-nine Stories,Ernest Hemingway,Fiction,1993.0
The Professor of Desire,Philip Roth,,1995.0
The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,2000.0
Traitor,Matthew Woodring Stover,Science fiction,2002.0
Star by Star,Troy Denning,Life on other planets,2002.0
Fury,Salman Rushdie,Anger,2002.0
Yeats is Dead!,Joseph O'Connor,Comedy,2002.0
Choke,Chuck Palahniuk,Alzheimer's disease,2002.0
The Dying Animal,Philip Roth,College teachers,2002.0
Illusions,Richard Bach,Adventure stories,2001.0
In the Pond,Ha Jin,China,2002.0
How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,2001.0
The Trial,Franz Kafka,Fiction,2001.0
Turtle Moon,Alice Hoffman,Mothers and sons,2002.0
Atonement,Ian McEwan,Atonement,2002.0
A Birthday for Frances,Russell Hoban,Badgers,1968.0
The Gangs of New York,Herbert Asbury,Gangs,2002.0
The Whore's Child and Other Stories,Richard Russo,Human behavior,2003.0
In Watermelon Sugar,Richard Brautigan,Social action,2002.0
Blackwood Farm,Anne Rice,Horror,2003.0
The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),2003.0
Sputnik Sweetheart,Haruki Murakami,Businesswomen,2002.0
"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,2003.0
The Elephant Vanishes,Haruki Murakami,Japan,2003.0
Dance Dance Dance,Haruki Murakami,Crime investigation,2003.0
The Rings of Saturn,Winfried Georg Sebald,"Authors, German",2002.0
Elephant,Raymond Carver,"Short stories, American",2003.0
"Will You Please be Quiet, Please",Raymond Carver,Short stories,2003.0
The Time of Our Singing,Richard Powers,African Americans,2004.0
The Spook's Apprentice,Joseph Delaney,Exorcism,2005.0
Human Traces,Sebastian Faulks,Europe,2006.0
Blood Canticle,Anne Rice,Horror tales,2004.0
Underground,Haruki Murakami,Cults,2003.0
Open House,Elizabeth Berg,Divorced women,2003.0
Like a Charm,Karin Slaughter,Bracelets,2004.0
Bleachers,John Grisham,Death,2004.0
Earthly Powers,Anthony Burgess,Fiction,2004.0
The Mummy,Anne Rice,Egyptologists,2004.0
Lasher,Anne Rice,Demonology,2004.0
Survivor's Quest,Timothy Zahn,Life on other planets,2005.0
Women Who Love Too Much,Robin Norwood,Alcoholics,2004.0
The Talisman Ring,Georgette Heyer,Great Britain,2005.0
The Convenient Marriage,Georgette Heyer,Fiction,2005.0
Lady of Quality,Georgette Heyer,Fiction,2005.0
A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],2004.0
False Colours,Georgette Heyer,Brothers,2005.0
Sprig Muslin,Georgette Heyer,England,2005.0
Catch-22,Joseph Heller,Fiction,1994.0
The Quiet American,Graham Greene,Americans,2004.0
The Heart of the Matter,Graham Greene,Fiction,2004.0
The End of the Affair,Graham Greene,Adultery,2004.0
Enduring Love,Ian McEwan,Accidents,2004.0
For Whom the Bell Tolls,Ernest Hemingway,Americans,2005.0
Skipping Christmas,John Grisham,Christmas,2004.0
All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918",2005.0
Watermelon,Marian Keyes,Fiction,2005.0
The Invisible Writing,Arthur Koestler,"Authors, English",2005.0
Dublin 4,Maeve Binchy,Domestic fiction,2006.0
Circle of Friends,Maeve Binchy,College attendance,2006.0
"Victoria Line, Central Line",Maeve Binchy,London (England),2006.0
Firefly Summer,Maeve Binchy,Domestic fiction,2006.0
Airframe,Michael Crichton,Adventure stories,1997.0
Midnight's Children,Salman Rushdie,Children of the rich,1995.0
Sabbath's Theater,Philip Roth,American fiction,1996.0
Civilwarland in Bad Decline,George Saunders,Short stories,1997.0
Six Memos for the Next Millennium,Italo Calvino,Literature,1996.0
Total Recall,Piers Anthony,Fiction,1990.0
London Fields,Martin Amis,City and town life,1999.0
"Cry, the Beloved Country",Alan Paton,Classical fiction,2002.0
American Pastoral,Philip Roth,American literature,1998.0
Deception,Philip Roth,Adultery,1991.0
A Farewell to Arms,Ernest Hemingway,War,1994.0
Cross Stitch,Diana Gabaldon,Historical fiction,1992.0
Ratner's Star,Don DeLillo,Life on other planets,1976.0
Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people),2000.0
C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,2002.0
Java,Walter J. Savitch,Computers,2005.0
Leadership in Organizations,Gary A. Yukl,Business & Economics,2006.0
Organized Crime,Michael D. Lyman;Gary W. Potter,Law,2007.0
World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,2004.0
Astronomy,Eric Chaisson;Stephen McMillan,Mathematics,2006.0
The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,2005.0
The Visual Arts,Hugh Honour;John Fleming,Art,2005.0
Three Genres,Stephen Minot,Language Arts & Disciplines,2006.0
Data Structures and Abstractions with Java,Frank M. Carrano,Computers,2007.0
Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,2007.0
Big Money,Pelham G. Wodehouse,Fiction,1973.0
Kiss Kiss,Roald Dahl,Fiction,1962.0
The Nice and the Good,Iris Murdoch,Fiction,1978.0
Switch Bitch,Roald Dahl,Fiction,1976.0
The Pearl,John Steinbeck,,1987.0
My Uncle Oswald,Roald Dahl,Fiction,1980.0
Wodehouse on crime,,,1981.0
Water Music,T. Coraghessan Boyle,Fiction,1981.0
Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American",1985.0
"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,1986.0
The New York Trilogy,Paul Auster,,1987.0
The Pigeon,Patrick Süskind,Pigeons,1989.0
You Bright and Risen Angels,William T. Vollmann,Fiction,1988.0
Moon Palace,Paul Auster,Fiction,1989.0
The Job,William S. Burroughs,Biography & Autobiography,1989.0
Americana,Don DeLillo,Fiction,1989.0
Q E D,Richard Phillips Feynman,Electrons,1990.0
Love's Executioner,Irvin D. Yalom,Existential psychotherapy,1991.0
East is East,T. Coraghessan Boyle,Fiction,1991.0
Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,1972.0
Montaillou,Emmanuel Le Roy Ladurie,Albigenses,1990.0
L'usage de plaisirs,Michel Foucault,Sex,1992.0
Case Histories I,Sigmund Freud,Child analysis,1990.0
The Big Rock Candy Mountain,Wallace Stegner,Fiction,1943.0
The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,1976.0
Sailor Song,Ken Kesey,Fiction,1993.0
The Best of Young British Novelists,Bill Buford,Fiction,1993.0
Liar's Poker,Michael M. Lewis,Biography & Autobiography,1990.0
The Anglo-Saxons,James Campbell,History,1991.0
Journal of a Novel,John Steinbeck,Literary Criticism,1969.0
We Were the Rats,Lawson Glassop,"Tobruk, Battles of, 1941-1942",1991.0
The Portable James Joyce,James Joyce,Literary Collections,1985.0
The Portable Dorothy Parker,Dorothy Parker,Literary Collections,1976.0
Mao II,Don DeLillo,Fiction,1992.0
ALEXANDRIA QUARTET,LAWRENCE DURRELL,,1991.0
Justine,Lawrence Durrell,Fiction,1991.0
Clea,Lawrence Durrell,Fiction,1991.0
The Music of Chance,Paul Auster,Fiction,1991.0
Libra,Don DeLillo,Fiction,1991.0
The Assault,Reinaldo Arenas;Andrew Hurley,Fiction,1995.0
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,Latin America,1996.0
Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography,1994.0
Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,1992.0
Ludwig Wittgenstein,Ray Monk,Biography & Autobiography,1991.0
Of Mice and Men,John Steinbeck,Fiction,1993.0
Leviathan,Paul Auster,Fiction,1993.0
The Roses of No Man's Land,Lyn MacDonald,History,1993.0
Essays,Michel de Montaigne,Literary Collections,1993.0
Untouchable,Mulk Anand,Fiction,1940.0
The Third Man and the Fallen Idol,Graham Greene,Fiction,1977.0
Collected Short Stories,Graham Greene,Fiction,1986.0
J R,William Gaddis,Fiction,1993.0
North of South,Shiva Naipaul,Social Science,1996.0
The Monkey's Wrench,Primo Levi,Fiction,1995.0
Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Drama,1995.0
Humboldt's Gift,Saul Bellow,Fiction,1996.0
The Crucible,Arthur Miller,Drama,1995.0
Species of Spaces and Other Pieces,Georges Perec,Literary Collections,1997.0
The Act of Creation,Arthur Koestler,Philosophy,1964.0
The Ghost in the Machine,Arthur Koestler,Philosophy,1990.0
"I Ching, Or, Book of Changes",Richard Wilhelm;Cary F. Baynes,Confucianism,1989.0
I Ching,John Blofeld,"Body, Mind & Spirit",1991.0
Holy Madness,Georg Feuerstein,Religion,1992.0
The Beloved,Kahlil Gibran;John Walbridge,Fiction,1997.0
Who are You?,Malcolm Godwin,"Body, Mind & Spirit",2000.0
Harvesting the Heart,Jodi Picoult,Fiction,1995.0
Whores for Gloria,William T. Vollmann,Fiction,1994.0
"Selected letters, 1940-1956",Jack Kerouac;Ann Charters,Biography & Autobiography,1996.0
Regeneration,Pat Barker,Fiction,1997.0
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,1994.0
For Esmé - with Love and Squalor,Jerome David Salinger,Fiction,1994.0
The Tortilla Curtain,T. Coraghessan Boyle,Fiction,1996.0
How the Mind Works,Steven Pinker,Philosophy,1999.0
The Crucible,Arthur Miller,Drama,1996.0
Death of a Salesman,Gerald Clifford Weales,Drama,1967.0
Dubliners,James Joyce;Robert Scholes;A. Walton Litz,Fiction,1996.0
The Coming Plague,Laurie Garrett,Medical,1995.0
The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,Performing Arts,1995.0
The Barrytown Trilogy,Roddy Doyle,Fiction,1995.0
Under the Sea Wind,Rachel Carson,Fiction,1996.0
Anaïs Nin,Deirdre Bair,Biography & Autobiography,1996.0
The Nuclear Age,Tim O'Brien,Fiction,1996.0
The Van,Roddy Doyle,Fiction,1997.0
Palimpsest,Gore Vidal,BIOGRAPHY & AUTOBIOGRAPHY,1996.0
Existentialists and Mystics,Iris Murdoch,Philosophy,1999.0
Solomon's Song,Bryce Courtenay,Australia,2000.0
Rachel's Holiday,Marian Keyes,Fiction,1997.0
Wide Sargasso Sea,Jean Rhys,British,1998.0
Cod,Mark Kurlansky,History,1998.0
Age of Iron,J. M. Coetzee,Fiction,1998.0
White Teeth,Zadie Smith,Fiction,2001.0
The Autograph Man,Zadie Smith,Fiction,2003.0
Jemima J.,Jane Green,Fiction,1998.0
Difficult Conversations,Douglas Stone;Bruce Patton;Sheila Heen,Psychology,2000.0
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,English,1998.0
My Year of Meats,Ruth L. Ozeki,Fiction,1999.0
The Farming of Bones,Edwidge Danticat,Fiction,1999.0
The World of Mr. Mulliner,Pelham Grenville Wodehouse,"Humorous stories, English",1999.0
Lord of the Flies,William Golding,Fiction,1999.0
Waiting for the Barbarians,J. M. Coetzee,Fiction,1980.0
The Metamorphosis and Other Stories,Franz Kafka;Malcolm Pasley,Fiction,2000.0
The Inimitable Jeeves,Pelham Grenville Wodehouse,Fiction,1999.0
Shadows and Wind,Robert Templer,History,1998.0
Wanderlust,Rebecca Solnit,Social Science,2001.0
The Deep End of the Ocean,Jacquelyn Mitchard,Fiction,1999.0
The Spell,Alan Hollinghurst,Fiction,2000.0
Collected Fictions,Jorge Luis Borges;Andrew Hurley,Fiction,1998.0
Hunger,Lan Samantha Chang,Fiction,2000.0
For Lust of Knowing,Robert Irwin,Art,2007.0
Fever Pitch,Nick Hornby,"Authors, English",2000.0
Spellbound,Jane Green,Fiction,2003.0
A Year in Provence,Peter Mayle,Biography & Autobiography,2000.0
"Selected Letters, 1957-1969",Jack Kerouac;Ann Charters,Biography & Autobiography,2000.0
The Periodic Table,Primo Levi;Raymond Rosenthal,"Authors, Italian",2001.0
Pleasing Myself,Frank Kermode,American literature,2002.0
The Basque History of the World,Mark Kurlansky,History,1999.0
Vinyl Cafe Unplugged,Stuart McLean,Canadian wit and humor,2001.0
World's End,T. Coraghessan Boyle,Fiction,1988.0
Descent of Man,T. Coraghessan Boyle,Fiction,1987.0
Budding Prospects,T. Coraghessan Boyle,Fiction,1990.0
Little Plum,Rumer Godden,Juvenile Fiction,1987.0
Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,1977.0
Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,1986.0
Fairy Tales,Terry Jones;Michael Foreman,Children's stories,1987.0
Strange Attractors,William Sleator,Juvenile Fiction,1991.0
